,Unnamed: 0,vender,url,product,description,image,price,live,quantity,prices
159,53,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-cap-yellow,Gateron Cap - Yellow,Switches are sold in packs of 35. Quantity 1 = 35 switches.  Specifications: Linear 2.0 mm actuation / 4.0mm travel 50g actuation / 63g bottom out Gold plated spring 5 pin  Acrylic case,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9569-3_1200x1200.jpg?v=1609749744,$18.00,False,Quantity 1 = 35 switches.,
160,54,DangKeebs,https://dangkeebs.com/collections/switches/products/zealpc-zealios-62g,ZealPC Zealios V2 - 62g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 62g bottom out Clear housing 5 pin  UNLUBED from factory,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9148-2_1200x1200.jpg?v=1606785795,$11.00,False,Quantity 1 = 10 switches.,
161,55,DangKeebs,https://dangkeebs.com/collections/switches/products/glorious-panda,Glorious Panda,"A switch like no other. The Glorious Panda is no ordinary mechanical keyboard switch. Created from the original INVYR Panda housing molds with improved internals and upgraded materials, the GP unlocks a transcendent tactile typing experience unlike anything your fingers have ever enjoyed.Engineered with the most premiu",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2205_1200x1200.jpg?v=1656294807,$25.00,False,Quantity 1 = 36 switches.,
162,57,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-full-nylon-black,Jwick Full Nylon Black,"Jwick Full Nylon Black are part of JWK's budget line of switches. These switches offer JWK quality at an affordable price and feature a full PA66 housing, and POM stem. They're also lightly pre-lubed and ready to go!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Stem: POM  Top Ho",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2411_1200x1200.jpg?v=1662439392,$2.30,False,Quantity 1 = 10 switches.,
163,58,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-yellow,Gateron Yellow,"Gateron Yellows are extremely popular within the community for a reason. They're excellent linear switches, and extremely affordable. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel 50g actuation Black",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8232_1200x1200.jpg?v=1602995949,$2.40,False,Quantity 1 = 10 switches.,
164,59,DangKeebs,https://dangkeebs.com/collections/switches/products/builtbynim-bbn-linear-switch,BuiltByNim (BBN) Linear Switch,BuiltByNim Linear Switches are specifically designed and manufactured to incorporate a unique sound profile and feel.   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear  Stem: Polyoxymethylene (POM) lengthened stem Top Housing: Custom nylon blend BBN top housing Bottom Housing: Polyca,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1491_1200x1200.jpg?v=1646589308,$7.50,False,Quantity 1 = 10 switches.,
165,61,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-monochrome-onyx,KTT Monochrome - Onyx,"KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with a",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1224_1200x1200.jpg?v=1642450705,$4.60,False,Quantity 1 = 10 switches.,
166,62,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-linear-67g,Durock Linear - 67g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 67g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0363-2_1200x1200.jpg?v=1614998815,$5.50,False,Quantity 1 = 10 switches.,
167,63,DangKeebs,https://dangkeebs.com/collections/switches/products/tecsee-ruby,Tecsee Ruby,"Tecsee Rubys outshine their competition with their one-of-a-kind sparkling housing, smooth travel, and long pole stem. They're coupled with a gold plated progressive spring to provide an enjoyable snappy response. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbo",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9751-2_1200x1200.jpg?v=1626828702,$5.50,False,Quantity 1 = 10 switches.,
168,64,DangKeebs,https://dangkeebs.com/collections/switches/products/glorious-lynx,Glorious Lynx,"Glorious Lynx are designed to provide a silky-smooth, quiet linear typing experience perfect for any user. Feel your fingers stride across your board with remarkable speed and fluid accuracy. Made from premium, durable materials with precision tooling, Lynx will provide consistent actuation for years to come. Once you ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2217-3_1200x1200.jpg?v=1656292964,$25.00,False,Quantity 1 = 36 switches.,
169,65,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-yellow-pro,Gateron Milky Yellow Pro,"Gateron Milky Yellow Pros feature an updated mold resulting in reduced stem wobble, tighter housings, and improved smoothness. The switches are lightly pre-lubed and utilize the same traditional milky housing the community has come to love.  Similar to their predecessors, they're excellent linear switches, and extremel",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1155_1200x1200.jpg?v=1640928414,$2.40,False,Quantity 1 = 10 switches.,
170,67,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-monochrome-chalk,KTT Monochrome - Chalk,"KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with a",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1201_1200x1200.jpg?v=1642452238,$3.30,False,Quantity 1 = 10 switches.,
171,68,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-medium-tactile-65g,Durock Medium Tactile - 65g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 65g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0387_1200x1200.jpg?v=1615000862,$5.50,False,Quantity 1 = 10 switches.,
172,69,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-ks-9-pro-2-0-yellow,Gateron KS-9 Pro 2.0 - Yellow,Gateron KS-9 Pro 2.0 - Yellow are the most recent update to Gateron's popular yellow switches. They feature improved molds with better tolerances and smoothness. The top housing is now clear with a light guide dome to assist with RGB diffusion. The switches are lightly pre-lubed from factory for a solid experience with,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2613_1200x1200.jpg?v=1664691503,$2.30,False,Quantity 1 = 10 switches.,
173,70,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-semi-silent,Jwick Semi-Silent,Jwick Semi-Silents offer a unique sound signature via silicone dampeners on the top of the stem rails. This provides a full bottom-out sound and a muted top-out sound.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Linear Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylo,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2371_1200x1200.jpg?v=1662859770,$6.50,False,Quantity 1 = 10 switches.,
174,71,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-yellow-ink-v2,Gateron Yellow Ink V2,"Gateron Yellow Ink V2's are from Gateron's premium line of switches. They feature a unique housing material and coated spring.  These switches are highly regarded within the community, and arguably one of the smoothest linears. However, unlike their red, and black counterparts, these switches feature a shorter travel d",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8275-3_1200x1200.jpg?v=1604938165,$7.50,False,Quantity 1 = 10 switches.,
175,72,DangKeebs,https://dangkeebs.com/collections/switches/products/strawberry-milk-ice-linear,Strawberry Milk Ice - Linear,"Strawberry Milk Ice are the sequel to our beloved Strawberry Milk Switches. Inspired by the countless iced drinks we've had this summer - these switches feature a fully transperant housing composed of a new formula developed in collaboration with Tecsee called Ultra Clear (UC) Nylon, and a matching collectible milk bot",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_3104_2-2_1200x1200.jpg?v=1677395452,$7.00,False,Quantity 1 = 10 switches.,
176,73,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-koala,Durock Koala,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 67g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0418-2_1200x1200.jpg?v=1614999860,$5.50,False,Quantity 1 = 10 switches.,
177,74,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-ks-9-pro-2-0-black,Gateron KS-9 Pro 2.0 - Black,Gateron KS-9 Pro 2.0 - Black are the most recent update to Gateron's popular black switches. They feature improved molds with better tolerances and smoothness. The top housing is now clear with a light guide dome to assist with RGB diffusion. The switches are lightly pre-lubed from factory for a solid experience withou,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2994-2_1200x1200.jpg?v=1672611816,$2.30,False,Quantity 1 = 10 switches.,
178,76,DangKeebs,https://dangkeebs.com/collections/switches/products/tecsee-ice-candy,Tecsee Ice Candy,Tecsee Ice Candy feature a fully transparent housing and long pole nylon stem. These switches are excellent for those hoping for maximum RGB shine-through.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbonate  Bottom Housing: Polycarbonate Stem: Nylon Dual stag,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0955-4_1200x1200.jpg?v=1638126098,$6.00,False,Quantity 1 = 10 switches.,
179,78,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-cap-brown,Gateron Cap - Brown,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 2.0 mm actuation / 4.0mm travel 55g actuation Gold plated spring 5 pin  ﻿Lightly Pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0715-6_1200x1200.jpg?v=1623030510,$5.00,False,Quantity 1 = 10 switches.,
180,80,DangKeebs,https://dangkeebs.com/collections/switches/products/sp-star-polaris-purple,SP-Star Polaris Purple,"SP-Star Polaris Purples are a med-high tactile from SP-Star. They feature a polycarbonate housing, gold plated dual stage spring, and POM stem. The tactile event starts with no pre-travel followed by a moderate sized round tactile bump providing a snappy tactility.  The tactile experience falls between a KTT Matcha, an",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1476_1200x1200.jpg?v=1646587619,$5.70,False,Quantity 1 = 10 switches.,
181,83,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-blue,Gateron Blue,"Gateron Blues incorporate a click jacket for an audible click when you actuate the switch. They also feature all of the community acclaimed properties of Gateron's milky top, black bottom housings.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Clicky 4.0mm travel 60g actuation Black bott",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8159-2_1200x1200.jpg?v=1602993268,$2.40,False,Quantity 1 = 10 switches.,
182,84,DangKeebs,https://dangkeebs.com/collections/switches/products/strawberry-milk-linear,Strawberry Milk - Linear,"Strawberry Milk Linears were inspired by one of our favorite childhood treats. These switches feature their own collectible milk bottle packaging, and the newest linear mold from Tecsee incorporating all improvements from past revisions. The switches are smoother, the tolerances are tighter, and ping has been improved.",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0652-2_1200x1200.jpg?v=1640053964,$6.80,False,Quantity 1 = 10 switches.,
183,86,DangKeebs,https://dangkeebs.com/collections/switches/products/s2-snow,S2 V2 - Snow,"S2 - Snow marks Ktech's 1st pitch swing at tactile switches, just in time for the Christmas season.   S2 aims to sit in its very own place in the tactile market with a sharper tactile bump and with a 13.9mm stem compared to other market offerings, designed for prolonged usage to be a comfortable tactile to daily withou",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/S2-Snow-3_1200x1200.jpg?v=1669266944,$6.50,False,Quantity 1 = 10 switches.,
184,87,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-kang-white,KTT Kang White V3,"KTT Kang White V3's are a new creation from KTT featuring updated molds to improve smoothness, wobble, and sound. Similar to their previous switches, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specificatio",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0996-6_1200x1200.jpg?v=1622348470,$2.70,False,Quantity 1 = 10 switches.,
185,90,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-brown,Gateron Brown,"Gateron Browns are low tactility tactile switches. The stem incorporates a small tactile bump which allows for feedback as you type. They also feature all of the community acclaimed properties of Gateron's milky top, black bottom switches.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Ta",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8178_1200x1200.jpg?v=1602993284,$2.40,False,Quantity 1 = 10 switches.,
186,91,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-t1,Durock T1,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 67g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0376_1200x1200.jpg?v=1614999771,$5.50,False,Quantity 1 = 10 switches.,
187,92,DangKeebs,https://dangkeebs.com/collections/switches/products/banana-milk-tactile,Banana Milk - Tactile,"Banana Milk Tactiles are a medium tactile inspired by another creamy childhood treat made by infusing banana into milk. Similar to their inspiration, the switches are sure to provide creamy acoustics with minimal modifications.They're also intended to be a V2 to our beloved Blue Velvet Switches from 2021. Several impro",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_3138-2_2_1200x1200.jpg?v=1677396324,$6.80,False,Quantity 1 = 10 switches.,
188,93,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-haluhalo,KTT HaluHalo,"KTT HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and various pastel stems to resemble the numerous toppings in halo halo. They will be a sweet addition to any set-up! Switches are sold in packs of 10.Quantity 1 = 10 switches. Spec",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0821-3_1200x1200.jpg?v=1638220051,$3.00,False,Quantity 1 = 10 switches.,
189,95,DangKeebs,https://dangkeebs.com/collections/switches/products/strawberry-milk-tactile,[Pre-Order] Strawberry Milk - Tactile,"Strawberry Milk Tactiles were inspired by one of our favorite childhood treats. They feature their own collectible milk bottle packaging, and a new medium-high tactile mold from Tecsee. The tactile event starts with minimal pre-travel, continues with a sharp tactile bump, and ends with the distinct sound signature of a",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0983_1200x1200.jpg?v=1640053651,$6.20,True,Quantity 1 = 10 switches.,
190,96,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-black-ink-v2,Gateron Black Ink V2,"Gateron Black Ink V2's are from Gateron's premium line of switches. They feature a unique housing material and coated spring.  These switches are highly regarded within the community, and arguably one of the smoothest linears.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Hous",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8289_1200x1200.jpg?v=1602996463,$7.50,False,Quantity 1 = 10 switches.,
191,97,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-red,Jwick Red,"Jwick Reds are part of JWK's budget line of switches. These switches offer JWK quality at an affordable price and feature the classic combination of polycarbonate top housing, PA66 bottom housing, and POM stem. They're the middle ground between Jwick Ice Whites, and Jwick Yellows in terms of spring weight. They're also",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1963_1200x1200.jpg?v=1655071546,$2.30,False,Quantity 1 = 10 switches.,
192,98,DangKeebs,https://dangkeebs.com/collections/switches/products/sp-star-meteor-gray,SP-Star Meteor Gray,"SP-Star Meteor Grays are a linear from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to go as ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2540_2_1200x1200.jpg?v=1663130195,$5.70,False,Quantity 1 = 10 switches.,
193,99,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-linear-55g,Durock Linear - 55g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 55g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0335_1200x1200.jpg?v=1614998192,$5.50,False,Quantity 1 = 10 switches.,
194,100,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-brown,Gateron Milky Brown,Gateron Milky Browns are low tactility tactile switches. The stem incorporates a small tactile bump which allows for feedback as you type. They also feature all of the community acclaimed properties of Gateron Milky Switches. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Top Housi,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8086_1200x1200.jpg?v=1602991551,$2.40,False,Quantity 1 = 10 switches.,
195,102,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-cap-milky-v2,Gateron Cap - Milky V2,"Gateron Cap - Milky V2's are essentially the Cap Switches you love, but with a few improvements. This time around they feature a new mold aimed to reduce stem wobble in addition to a new factory lubing technique allowing for better consistency between switches.     Switches are sold in packs of 10. Quantity 1 = 10 swit",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9941_1200x1200.jpg?v=1630214927,$3.40,False,Quantity 1 = 10 switches.,
196,104,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-ks-9-pro-2-0-brown,Gateron KS-9 Pro 2.0 - Brown,Gateron KS-9 Pro 2.0 - Brown are the most recent update to Gateron's popular brown switches. They feature improved molds with better tolerances and smoothness. The top housing is now clear with a light guide dome to assist with RGB diffusion. The switches are lightly pre-lubed from factory for a solid experience withou,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_3048Cover_1200x1200.jpg?v=1673500083,$2.30,False,Quantity 1 = 10 switches.,
197,105,DangKeebs,https://dangkeebs.com/collections/switches/products/dk-creamery-cookies-n-cream,[Pre-Order] DK Creamery - Cookies n' Cream,"DK Creamery's Cookies n' Cream Switches were crafted with your satisfaction in mind. We used our industry experience to source only the best molds, and ingredients for this special treat. These switches feature new specialty molds, and a medium tactility round tactile bump which extends most of the keypress. Coupled wi",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/Cookiesncreamcover_1200x1200.jpg?v=1673068233,$4.10,True,Quantity 1 = 10 switches.,
198,106,DangKeebs,https://dangkeebs.com/collections/switches/products/cherry-hyperglide-black,Cherry Hyperglide - Black,"Hyperglide Cherry Blacks were announced during CES 2020. These switches feature Cherry's new 'Hyperglide' tooling. The result of this new tooling is increased smoothness, tighter tolerances, and an increased service life of &gt;100million actuations.   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specif",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0514-3_1200x1200.jpg?v=1619243629,$4.50,False,Quantity 1 = 10 switches.,
199,107,DangKeebs,https://dangkeebs.com/collections/switches/products/wuque-studio-aurora-pink,Wuque Studio Aurora - Pink,"Wuque Studio Aurora Switches were originally made to complement the Ikki68 Aurora R2. The Fog/Pink/Blue variants feature the classic combination of polycarbonate top housing, nylon bottom housing, and POM stem. The Clear variant features the same top housing and stem, but an UHMWPE bottom housing.    Switches are sold ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/AuroraPinkSwitchCover_1200x1200.jpg?v=1666165462,$5.00,False,Quantity 1 = 10 switches.,
200,108,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-yellow,Jwick Yellow,"Jwick Yellows are part of JWK's budget line of switches. These switches offer JWK quality at an affordable price and feature the classic combination of polycarbonate top housing, PA66 bottom housing, and POM stem. In terms of spring weight, they're the heaviest currently offered in Jwick's linear line-up. They're also ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2029_1200x1200.jpg?v=1655078740,$2.30,False,Quantity 1 = 10 switches.,
201,110,DangKeebs,https://dangkeebs.com/collections/switches/products/ttc-golden-blue,TTC Golden Blue,"TTC Golden Blue's feature TTC's highly stable click jacket, a gold plated spring, and a silicone dampener located in the stem pole cavity to help reduce the bottom-out noise.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Clicky  4mm travel 37g actuation Gold plated spring Silicone dampen",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9891-2_1200x1200.jpg?v=1627521460,$6.00,False,Quantity 1 = 10 switches.,
202,111,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-pom-t1-67g,Durock Pom T1 - 67g,Durock POM T1's utilize a proprietary POM blend in both the housing and stem of the switch. This unique material provides deeper acoustic properties without sacrificing the smooth feel of Durock switches.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4.0mm travel Stem: POM blen,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0975_1200x1200.jpg?v=1621475235,$7.00,False,Quantity 1 = 10 switches.,
203,112,DangKeebs,https://dangkeebs.com/collections/switches/products/wuque-studio-aurora-blue,Wuque Studio Aurora - Blue,"Wuque Studio Aurora Switches were originally made to complement the Ikki68 Aurora R2. The Fog/Pink/Blue variants feature the classic combination of polycarbonate top housing, nylon bottom housing, and POM stem. The Clear variant features the same top housing and stem, but an UHMWPE bottom housing.    Switches are sold ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/AuroraBlueSwitchCover_1200x1200.jpg?v=1666165393,$5.00,False,Quantity 1 = 10 switches.,
204,117,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-light-tactile-67g,Durock Light Tactile - 67g,"Durock Light Tactile's feature a baby tactile bump, burgundy stem, and smoky housing. They're similar to Cherry MX Browns, but with a Durock twist. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold p",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0940-2_1200x1200.jpg?v=1619669330,$5.50,False,Quantity 1 = 10 switches.,
205,118,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-yellow,Gateron Milky Yellow,"Gateron Milky Yellows are extremely popular within the community for a reason. They're excellent linear switches, and extremely affordable. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbonate",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8032-2_1200x1200.jpg?v=1602991099,$2.40,False,Quantity 1 = 10 switches.,
206,119,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-slate,Gateron Slate,"Gateron Slates are a new addition to Gateron's premium selection of switches. They're smooth linears with a truncated travel distance similar to Gateron Yellow Inks. They feature a proprietary housing material, and stainless steel spring.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Lin",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9685_1200x1200.jpg?v=1610592973,$8.00,False,Quantity 1 = 10 switches.,
207,120,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-linear-62g,Durock Linear - 62g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 62g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0343_1200x1200.jpg?v=1614998742,$5.50,False,Quantity 1 = 10 switches.,
208,121,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-black,Gateron Milky Black,"Gateron Milky Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Milky Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Li",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8140_1200x1200.jpg?v=1602991824,$2.40,False,Quantity 1 = 10 switches.,
209,127,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-blizzard,Gateron Blizzard,"Gateron Blizzards are a sequel to the popular Gateron Silver Blizzard switches. This new version features a long pole stem, minimal pre-travel, and a unique housing combination of PA66 and POM.Quantity of 1 = 10 switches. Specifications: Tactile Top Housing: PA66 Bottom Housing: POM Stem: POM 60g actuation 3.4mm travel",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1944_1200x1200.jpg?v=1654822422,$7.00,False,Quantity of 1 = 10 switches.,
210,130,DangKeebs,https://dangkeebs.com/collections/switches/products/hoshizora,Hoshizora R2,"Hoshizora's are one half of a new pairing of switches from Qwertyqop featuring custom springs, new exterior designs as well as new material blends. Originally planned for a winter release, these switches were given the names Musetsu (""Snow Fog"") and Hoshizora (""Starry Night"") respectively. Switches are sold in packs of",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1620-2_1200x1200.jpg?v=1650590098,$7.20,False,Quantity 1 = 10 switches.,
211,132,DangKeebs,https://dangkeebs.com/collections/switches/products/blue-sky-tactile,Blue Sky - Tactile,"Blue Sky Switches feature a HPE housing, and POM stem. HPE is an updated UHMWPE blend designed to reduce the malleability of pure UHMWPE. This ensures the switches can withstand the wears of normal use while retaining other benefits of UHMWPE such as lower coefficient of friction (when compared to POM), self lubricatio",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/BlueSkyTactile-2_1200x1200.jpg?v=1666163149,$6.80,False,Quantity 1 = 10 switches.,
212,134,DangKeebs,https://dangkeebs.com/collections/switches/products/tecsee-ice-grape,Tecsee Ice Grape,"Tecsee Ice Grapes feature the same housing as their Ice Candy switches, but with a long pole UHMWPE stem. The transparent housing offers maximum RGB diffusion, and the UHMWPE stem ensures a muted top and bottom out sound.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0928-2_1200x1200.jpg?v=1638126445,$6.00,False,Quantity 1 = 10 switches.,
213,135,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-peach,KTT Peach,"KTT Peach is another one of KTT's famous budget linears. These switches feature a pink housing, and yellow stem. Similar to their other offerings, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications:",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/20220829100634_IMG_2288_Centered_1200x1200.jpg?v=1661800335,$2.70,False,Quantity 1 = 10 switches.,
214,138,DangKeebs,https://dangkeebs.com/collections/switches/products/mamba,Mamba,"Mamba Switches pay tribute to a legend. They're constructed with the extremely smooth molds the community is familiar with from JWK. They feature an extended long pole stem made of LY for exceptionally satisfying bottom-out feel and acoustics. This is coupled with an improved factory lubing technique, making them argua",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2389_1200x1200.jpg?v=1662434981,$6.50,False,Quantity 1 = 10 switches.,
